,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_name,img_orig,site,img_index,img_cat,ID,Latitude,Longitude,date,yr,mo,day,time,yr_mo,timeofday,timeofevent,foldnum,innerPhase,o_prob_dry,o_prob_poor_viz,o_prob_snow,o_prob_snow_severe,o_prob_wet,o_pred,tracker,o_prob,classifier_TF,classifier_01,o_prob_calib,calib_prob_dry,calib_prob_poor_viz,calib_prob_snow,calib_prob_snow_severe,calib_prob_wet,calib_pred,calib_prob
0,0,0,0,0,0,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,Skyline_5630,1,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,14:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.065686636,0.00034436266,0.009221531,0.0014736525,0.9232738,wet,tracker_m1,0.9232738,True,1,0.8652037617554859,0.1154014338582943,0.0006049928440734319,0.016200828122309538,0.002588983419836875,0.8652037617554859,wet,0.8652037617554859
1,1,1,1,1,1,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,Skyline_5630,2,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,15:00:14,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.10269846,0.00030839932,0.032926798,0.0016301967,0.8624362,wet,tracker_m1,0.8624362,True,1,0.7746478873239436,0.1682368896571677,0.0005052085724477812,0.05393948538166833,0.002670529064772528,0.7746478873239436,wet,0.7746478873239436
2,2,2,2,2,2,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,Skyline_5630,3,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,16:00:17,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.0810497,0.00027511475,0.037067834,0.0012757698,0.8803316,wet,tracker_m1,0.8803316,True,1,0.8333333333333334,0.11288093798690323,0.0003831625661049009,0.05162575396408405,0.0017768121495744455,0.8333333333333334,wet,0.8333333333333334
3,3,3,3,3,3,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,Skyline_5630,4,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,17:00:18,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.121453494,9.154962e-05,0.05633489,0.00073767535,0.82138234,wet,tracker_m1,0.82138234,True,1,0.7681159420289855,0.1576727468578333,0.00011885108928353131,0.07313479882459277,0.0009576611993049256,0.7681159420289855,wet,0.7681159420289855
4,4,4,4,4,4,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,Skyline_5630,5,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,18:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.13458122,0.00015076157,0.04017625,0.0006006889,0.8244911,wet,tracker_m1,0.8244911,True,1,0.7681159420289855,0.17780999015160692,0.00019918762273771028,0.05308124429863614,0.0007936358980337643,0.7681159420289855,wet,0.7681159420289855
5,5,5,5,5,5,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,Skyline_5630,6,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,20:00:11,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.1207586,0.00020866588,0.06957683,0.0030569122,0.80639905,wet,tracker_m1,0.80639905,False,0,0.75,0.1559374628231533,0.00026945350397371753,0.08984564529133211,0.00394743838154089,0.75,wet,0.75
6,6,6,6,6,6,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,Skyline_5630,7,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,21:00:25,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTest,0.011014623,7.069578e-05,0.95241064,0.022864493,0.013639587,snow,tracker_m1,0.95241064,True,1,0.909297052154195,0.020993305255414794,0.00013474252271817637,0.909297052154195,0.043578548358785836,0.025996351708886204,snow,0.909297052154195
7,7,7,7,7,7,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,Skyline_5630,8,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,1:00:16,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTest,0.059345253,0.008622978,0.6416382,0.03193809,0.25845543,snow,tracker_m1,0.6416382,True,1,0.5951219512195123,0.0670484229189526,0.0097422632230555,0.5951219512195123,0.036083738080003994,0.2920036245584756,snow,0.5951219512195123
8,8,8,8,8,8,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,Skyline_5630,9,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,2:00:20,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTest,0.068955235,0.0022047774,0.6260993,0.047076102,0.2556646,snow,tracker_m1,0.6260993,True,1,0.5869191049913941,0.07618089266033438,0.0024358108626463403,0.5869191049913941,0.05200909652949414,0.28245509495613097,snow,0.5869191049913941
9,9,9,9,9,9,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,Skyline_5630,10,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,3:00:10,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTest,0.09220781,0.0049993647,0.5721915,0.09138888,0.23921245,snow,tracker_m1,0.5721915,True,1,0.5869191049913941,0.08903349106697522,0.004827258042003181,0.5869191049913941,0.08824275331016833,0.23097739258945918,snow,0.5869191049913941
