,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_name,img_orig,site,img_index,img_cat,ID,Latitude,Longitude,date,yr,mo,day,time,yr_mo,timeofday,timeofevent,foldnum,innerPhase,o_prob_dry,o_prob_poor_viz,o_prob_snow,o_prob_snow_severe,o_prob_wet,o_pred,tracker,o_prob,classifier_TF,classifier_01,o_prob_calib,calib_prob_dry,calib_prob_poor_viz,calib_prob_snow,calib_prob_snow_severe,calib_prob_wet,calib_pred,calib_prob
0,0,0,0,0,0,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,Skyline_5630,1,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,14:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.042641457,0.0011527643,0.006187976,0.007373935,0.94264394,wet,tracker_m4,0.94264394,True,1,0.8957345971563981,0.077516187261168,0.0020955637924564645,0.011248872344667149,0.01340477944531025,0.8957345971563981,wet,0.8957345971563981
1,1,1,1,1,1,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,Skyline_5630,2,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,15:00:14,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.052282967,0.00082874444,0.017233249,0.0067574354,0.92289764,wet,tracker_m4,0.92289764,True,1,0.8957345971563981,0.07070214299729526,0.0011207093106459201,0.023304485284968535,0.009138065250692164,0.8957345971563981,wet,0.8957345971563981
2,2,2,2,2,2,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,Skyline_5630,3,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,16:00:17,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.057162486,0.0012890662,0.034125596,0.010949211,0.89647365,wet,tracker_m4,0.89647365,True,1,0.8646003262642741,0.07476146185504996,0.001685939158418236,0.044632058928207666,0.014320213794050062,0.8646003262642741,wet,0.8646003262642741
3,3,3,3,3,3,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,Skyline_5630,4,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,17:00:18,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.045082618,0.00063557853,0.035272986,0.0077475845,0.91126126,wet,tracker_m4,0.91126126,True,1,0.8646003262642741,0.06878810662637133,0.0009697804970215427,0.05382034206617067,0.011821444546162376,0.8646003262642741,wet,0.8646003262642741
4,4,4,4,4,4,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,Skyline_5630,5,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,18:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.03356316,0.00040979878,0.014022332,0.003137014,0.9488677,wet,tracker_m4,0.9488677,True,1,0.8957345971563981,0.0684396373909016,0.000835632875642039,0.028593354066030613,0.00639677851102762,0.8957345971563981,wet,0.8957345971563981
5,5,5,5,5,5,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,Skyline_5630,6,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,20:00:11,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.05515254,0.0015018235,0.05269482,0.015415963,0.87523484,wet,tracker_m4,0.87523484,False,0,0.8646003262642741,0.05985354188396335,0.001629833472031758,0.05718633477148849,0.016729963608242325,0.8646003262642741,wet,0.8646003262642741
6,6,6,6,6,6,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,Skyline_5630,7,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,21:00:25,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerVal,0.0018987145,0.00014053543,0.9810113,0.01168712,0.0052622845,snow,tracker_m4,0.9810113,True,1,0.9767441860465116,0.002325396532206562,0.00017211676719915397,0.9767441860465116,0.014313467516828863,0.006444833137253831,snow,0.9767441860465116
7,7,7,7,7,7,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,Skyline_5630,8,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,1:00:16,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerVal,0.19075535,0.015081802,0.29923877,0.034364983,0.46055916,wet,tracker_m4,0.46055916,False,0,0.5524079320113313,0.15827606100134786,0.012513872944387931,0.24828836420309208,0.028513769839840837,0.5524079320113313,wet,0.5524079320113313
8,8,8,8,8,8,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,Skyline_5630,9,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,2:00:20,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerVal,0.13278563,0.0025614446,0.44936752,0.024173744,0.3911116,snow,tracker_m4,0.44936752,True,1,0.5524079320113313,0.10793733300700031,0.0020821191176272824,0.5524079320113313,0.019650089065766953,0.31792252679827415,snow,0.5524079320113313
9,9,9,9,9,9,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,Skyline_5630,10,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,3:00:10,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerVal,0.33681792,0.009057156,0.4134906,0.08592366,0.15471064,snow,tracker_m4,0.4134906,True,1,0.5524079320113313,0.25704112417879227,0.006911929033059446,0.5524079320113313,0.06557226575105128,0.11806674902576571,snow,0.5524079320113313
