,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_name,img_orig,site,img_index,img_cat,ID,Latitude,Longitude,date,yr,mo,day,time,yr_mo,timeofday,timeofevent,foldnum,innerPhase,o_prob_dry,o_prob_poor_viz,o_prob_snow,o_prob_snow_severe,o_prob_wet,o_pred,tracker,o_prob,classifier_TF,classifier_01,o_prob_calib,calib_prob_dry,calib_prob_poor_viz,calib_prob_snow,calib_prob_snow_severe,calib_prob_wet,calib_pred,calib_prob
0,0,0,0,0,0,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,Skyline_5630,1,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,14:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.040329285,0.00041283693,0.01005942,0.0014732248,0.94772524,wet,tracker_m2,0.94772524,True,1,0.9204545454545454,0.061368256761194416,0.0006282056009855679,0.015307215821671381,0.0022417763616032196,0.9204545454545454,wet,0.9204545454545454
1,1,1,1,1,1,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,Skyline_5630,2,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,15:00:14,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.075412646,0.00057651266,0.032184172,0.0012012967,0.89062536,wet,tracker_m2,0.89062536,True,1,0.9025974025974026,0.06715805826908734,0.0005134081996426242,0.028661326888309017,0.0010698040455583847,0.9025974025974026,wet,0.9025974025974026
2,2,2,2,2,2,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,Skyline_5630,3,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,16:00:17,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.07349132,0.0007080615,0.048888076,0.0025853121,0.8743272,wet,tracker_m2,0.8743272,True,1,0.8613861386138614,0.08105905261726928,0.0007809737855404231,0.05392230163835756,0.002851533344971391,0.8613861386138614,wet,0.8613861386138614
3,3,3,3,3,3,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,Skyline_5630,4,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,17:00:18,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.07859488,0.00032348486,0.0816053,0.0012069243,0.8382694,wet,tracker_m2,0.8382694,True,1,0.8062283737024222,0.09416559845210529,0.0003875716259391896,0.09777242374266094,0.0014460324768723898,0.8062283737024222,wet,0.8062283737024222
4,4,4,4,4,4,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,Skyline_5630,5,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,18:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.05103164,0.00037280587,0.027981566,0.0006726373,0.9199414,wet,tracker_m2,0.9199414,True,1,0.9025974025974026,0.06208716156526033,0.00045357073147497205,0.03404350730431151,0.0008183578015505769,0.9025974025974026,wet,0.9025974025974026
5,5,5,5,5,5,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,Skyline_5630,6,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,20:00:11,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.043050393,0.0012651861,0.23934065,0.00484644,0.7114973,wet,tracker_m2,0.7114973,False,0,0.676056338028169,0.048338900992671886,0.0014206073711151644,0.2687423546603102,0.005441798947733758,0.676056338028169,wet,0.676056338028169
6,6,6,6,6,6,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,Skyline_5630,7,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,21:00:25,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.0031679533,8.858756e-05,0.98063123,0.008466207,0.007646065,snow,tracker_m2,0.98063123,True,1,0.9565217391304348,0.007111282503247847,0.00019885746593342106,0.9565217391304348,0.019004569829982797,0.017163551070401115,snow,0.9565217391304348
7,7,7,7,7,7,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,Skyline_5630,8,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,1:00:16,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTrain,0.20218243,0.018126065,0.5075308,0.045513537,0.22664723,snow,tracker_m2,0.5075308,True,1,0.5114754098360655,0.20056295159005957,0.01798087547524913,0.5114754098360655,0.045148974211178416,0.22483178888744734,snow,0.5114754098360655
8,8,8,8,8,8,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,Skyline_5630,9,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,2:00:20,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTrain,0.051299788,0.0020158484,0.80188096,0.0431341,0.101669304,snow,tracker_m2,0.80188096,True,1,0.7695652173913043,0.05966743767678865,0.0023446589832467556,0.7695652173913043,0.05016982182254573,0.1182528641261145,snow,0.7695652173913043
9,9,9,9,9,9,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,Skyline_5630,10,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,3:00:10,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTrain,0.22392304,0.010466341,0.54718614,0.09996914,0.11845533,snow,tracker_m2,0.54718614,True,1,0.5860215053763441,0.2047183910254386,0.00956870043137848,0.5860215053763441,0.09139533606276878,0.10829606710407008,snow,0.5860215053763441
