,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_name,img_orig,site,img_index,img_cat,ID,Latitude,Longitude,date,yr,mo,day,time,yr_mo,timeofday,timeofevent,foldnum,innerPhase,o_prob_dry,o_prob_poor_viz,o_prob_snow,o_prob_snow_severe,o_prob_wet,o_pred,tracker,o_prob,classifier_TF,classifier_01,o_prob_calib,calib_prob_dry,calib_prob_poor_viz,calib_prob_snow,calib_prob_snow_severe,calib_prob_wet,calib_pred,calib_prob
0,0,0,0,0,0,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-14:00:12.jpg,Skyline_5630,1,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,14:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.071651585,0.00134073,0.014180101,0.008523158,0.9043044,wet,tracker_m3,0.9043044,True,1,0.8474148802017655,0.11424734942243393,0.002137773348504989,0.022609952784609092,0.013590044242686509,0.8474148802017655,wet,0.8474148802017655
1,1,1,1,1,1,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-15:00:14.jpg,Skyline_5630,2,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,15:00:14,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.05024296,0.0009502584,0.035155006,0.0037162171,0.9099356,wet,tracker_m3,0.9099356,True,1,0.8474148802017655,0.08512047532785627,0.001609906078230426,0.05955880825639332,0.0062959301357544935,0.8474148802017655,wet,0.8474148802017655
2,2,2,2,2,2,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-16:00:17.jpg,Skyline_5630,3,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,16:00:17,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.07329753,0.0018840086,0.09713338,0.0145978015,0.8130872,wet,tracker_m3,0.8130872,True,1,0.8280254777070064,0.06743953916171361,0.0017334372899155707,0.08937041104140359,0.013431134799960814,0.8280254777070064,wet,0.8280254777070064
3,3,3,3,3,3,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-17:00:18.jpg,Skyline_5630,4,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,17:00:18,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.04515395,0.0011145497,0.12567115,0.009322218,0.8187381,wet,tracker_m3,0.8187381,True,1,0.8280254777070064,0.042840389318639455,0.0010574433258435378,0.11923211573120708,0.008844573917303547,0.8280254777070064,wet,0.8280254777070064
4,4,4,4,4,4,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/wet/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-18:00:12.jpg,Skyline_5630,5,wet,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,18:00:12,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.035856232,0.001038925,0.045347776,0.004893411,0.9128637,wet,tracker_m3,0.9128637,True,1,0.8474148802017655,0.06278812266019894,0.0018192695299033982,0.07940883810254311,0.008568889505589065,0.8474148802017655,wet,0.8474148802017655
5,5,5,5,5,5,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-20:00:11.jpg,Skyline_5630,6,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,20:00:11,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.03614154,0.0037779151,0.16096789,0.01645815,0.78265446,wet,tracker_m3,0.78265446,False,0,0.8106796116504854,0.031481353617204624,0.0032907806695253432,0.1402122617383016,0.01433599232448303,0.8106796116504854,wet,0.8106796116504854
6,6,6,6,6,6,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-24-21:00:25.jpg,Skyline_5630,7,snow,Skyline_5630,42.969187,-78.771281,1/24/22,2022,1,24,21:00:25,202201,day,"dawn:12:06:29.361832, sunrise:12:37:47.866183, sunset:22:17:04.582810, dusk:22:48:23.711592",4,innerTrain,0.0035766643,0.00029512265,0.96895874,0.016027328,0.011142238,snow,tracker_m3,0.96895874,True,1,0.9230769230769231,0.008863274211020587,0.0007313386869528278,0.9230769230769231,0.03971706344762861,0.027611400577474833,snow,0.9230769230769231
7,7,7,7,7,7,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-01:00:16.jpg,Skyline_5630,8,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,1:00:16,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTrain,0.12766618,0.012236134,0.6648396,0.043923657,0.15133445,snow,tracker_m3,0.6648396,True,1,0.6451612903225806,0.13516185009400367,0.012954554678757849,0.6451612903225806,0.04650254862340547,0.1602197562812524,snow,0.6451612903225806
8,8,8,8,8,8,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-02:00:20.jpg,Skyline_5630,9,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,2:00:20,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTrain,0.034119464,0.0013058216,0.8895857,0.016542133,0.058446877,snow,tracker_m3,0.8895857,True,1,0.8474148802017655,0.04715080120378498,0.0018045575003525383,0.8474148802017655,0.02286011364567659,0.08076964744842043,snow,0.8474148802017655
9,9,9,9,9,9,I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,/home/csutter/DRIVE/site_analysis/group_labeling_largebatch/R2B1_0818/images/Skyline_5630/snow/I_290_between_Exit_7_(Main_Street)_and_Exit_6_(Sheridan_Drive)__Unknown__Skyline_5630_2022-01-27-03:00:10.jpg,Skyline_5630,10,snow,Skyline_5630,42.969187,-78.771281,1/27/22,2022,1,27,3:00:10,202201,night,"dawn:12:04:08.342356, sunrise:12:35:12.270144, sunset:22:21:00.439849, dusk:22:52:05.095668",4,innerTrain,0.29844758,0.01179519,0.5464322,0.063739054,0.07958607,snow,tracker_m3,0.5464322,True,1,0.5708029197080293,0.28241158964440355,0.01116141855818624,0.5708029197080293,0.0603142687991321,0.07530980329024875,snow,0.5708029197080293
